               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  74,            0.018916,           0.0055718,                   0,             0.97812,             0.98916,             0.98789,             0.83219,            0.013546,           0.0032901,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.018763,            0.005535,                   0,             0.97901,             0.98864,             0.98731,              0.8328,            0.013442,             0.00327,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.018603,           0.0054665,                   0,             0.98031,              0.9899,             0.98776,             0.83418,            0.013358,           0.0032584,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.018643,           0.0054553,                   0,             0.97897,              0.9924,             0.98809,             0.83476,            0.013331,           0.0032388,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.018542,           0.0053174,                   0,             0.97751,             0.99322,             0.98846,             0.83713,             0.01329,           0.0032258,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.018625,           0.0054841,                   0,             0.97956,             0.99138,             0.98821,             0.83757,            0.013227,           0.0032272,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.018721,           0.0055319,                   0,             0.97968,             0.99216,             0.98834,             0.83834,             0.01318,           0.0032204,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.018797,           0.0054259,                   0,             0.97805,             0.99387,             0.98798,             0.83757,            0.013169,           0.0032084,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.018485,           0.0053134,                   0,             0.97994,             0.99324,             0.98826,             0.83953,            0.013098,           0.0031944,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.018479,           0.0054058,                   0,             0.98099,              0.9931,             0.98902,             0.84191,            0.013065,           0.0031765,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.018306,           0.0054109,                   0,             0.98014,             0.99335,             0.98949,             0.84324,            0.012997,             0.00317,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.018422,           0.0053008,                   0,             0.98171,             0.99298,             0.98928,             0.84318,            0.012934,           0.0031612,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.018477,           0.0053558,                   0,             0.98221,             0.99314,              0.9893,             0.84312,            0.012889,           0.0031591,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.018315,           0.0052693,                   0,             0.98314,             0.99176,             0.98964,             0.84591,            0.012844,           0.0031497,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.018321,           0.0053577,                   0,             0.98206,              0.9931,             0.98957,             0.84601,            0.012804,           0.0031449,                   0,            0.007129,            0.007129,            0.007129
                  89,             0.01833,           0.0053568,                   0,             0.98127,             0.99446,             0.98977,             0.84681,             0.01277,           0.0031391,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.018218,           0.0052741,                   0,             0.98181,             0.99409,             0.98957,              0.8471,            0.012726,           0.0031337,                   0,            0.007063,            0.007063,            0.007063
                  91,             0.01803,           0.0051656,                   0,             0.98193,             0.99446,             0.98934,             0.84664,            0.012686,           0.0031257,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.017942,           0.0052079,                   0,             0.98275,             0.99372,             0.98929,             0.84781,            0.012649,           0.0031154,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.018106,           0.0052613,                   0,              0.9827,             0.99379,             0.98942,             0.84896,            0.012617,           0.0031083,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.018085,           0.0052592,                   0,             0.98235,             0.99426,             0.98939,             0.84904,            0.012595,            0.003102,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.018197,           0.0052792,                   0,             0.98127,             0.99519,              0.9895,               0.849,            0.012559,           0.0030986,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.017887,           0.0052169,                   0,             0.98082,             0.99581,             0.98965,             0.85008,            0.012528,           0.0030935,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.017786,           0.0052518,                   0,             0.98165,             0.99539,             0.98985,             0.85088,            0.012489,           0.0030862,                   0,            0.006832,            0.006832,            0.006832
                  98,             0.01793,           0.0052244,                   0,             0.98212,             0.99483,             0.98977,             0.85099,            0.012467,           0.0030828,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.017826,           0.0051959,                   0,             0.98258,             0.99519,             0.98991,             0.85151,            0.012431,           0.0030772,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.018031,            0.005278,                   0,             0.98272,             0.99519,             0.99001,             0.85235,            0.012387,           0.0030693,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.017814,           0.0051547,                   0,             0.98313,             0.99519,             0.99001,             0.85251,            0.012342,           0.0030673,                   0,              0.0067,              0.0067,              0.0067
                 102,             0.01772,           0.0052139,                   0,             0.98237,             0.99566,             0.99014,             0.85371,             0.01229,           0.0030601,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.017989,           0.0052479,                   0,             0.98154,             0.99559,             0.99008,             0.85388,            0.012262,           0.0030572,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.017746,           0.0051807,                   0,             0.98097,             0.99569,             0.98997,             0.85454,            0.012214,           0.0030522,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.017659,           0.0051322,                   0,             0.98296,              0.9953,             0.99017,             0.85486,            0.012183,           0.0030472,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.017592,           0.0051409,                   0,              0.9826,             0.99523,             0.99023,             0.85585,            0.012144,           0.0030421,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.017844,           0.0051738,                   0,             0.98096,             0.99647,             0.99049,             0.85704,            0.012112,           0.0030366,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.017565,           0.0051363,                   0,             0.98249,             0.99567,             0.99049,              0.8569,            0.012095,           0.0030329,                   0,            0.006469,            0.006469,            0.006469
                 109,             0.01748,           0.0051286,                   0,             0.98285,             0.99574,             0.99055,              0.8575,            0.012065,           0.0030277,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.017259,           0.0050605,                   0,             0.98263,             0.99666,             0.99065,             0.85945,            0.012032,           0.0030226,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.017507,           0.0050659,                   0,             0.98263,             0.99681,             0.99071,             0.85959,            0.012008,           0.0030159,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.017273,           0.0050764,                   0,             0.98288,             0.99704,             0.99076,              0.8597,            0.011978,           0.0030105,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.017349,           0.0051008,                   0,             0.98312,             0.99704,             0.99079,             0.86012,             0.01195,           0.0030059,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.017359,            0.005081,                   0,             0.98319,             0.99717,             0.99093,             0.86067,            0.011928,           0.0030016,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.017217,           0.0051362,                   0,             0.98317,             0.99704,             0.99085,             0.86142,            0.011897,           0.0029968,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.017179,            0.005028,                   0,             0.98345,             0.99729,             0.99086,             0.86155,            0.011872,            0.002993,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.017305,           0.0051063,                   0,             0.98324,             0.99747,             0.99086,             0.86197,            0.011848,           0.0029888,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.017224,           0.0050518,                   0,             0.98347,             0.99718,             0.99093,             0.86226,            0.011817,           0.0029844,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.017171,           0.0050258,                   0,             0.98327,             0.99717,             0.99088,             0.86266,            0.011788,            0.002979,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.017083,           0.0050709,                   0,             0.98343,             0.99729,             0.99088,             0.86281,            0.011765,            0.002975,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.017265,           0.0049933,                   0,             0.98323,             0.99717,             0.99096,              0.8634,            0.011739,            0.002971,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.017038,           0.0050484,                   0,             0.98323,             0.99712,             0.99097,             0.86352,            0.011715,           0.0029665,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.017117,           0.0051045,                   0,             0.98323,             0.99707,             0.99104,             0.86403,            0.011694,           0.0029634,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.016889,           0.0050089,                   0,               0.983,             0.99734,             0.99117,             0.86496,            0.011673,           0.0029593,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.016757,           0.0048941,                   0,             0.98324,             0.99741,             0.99118,             0.86593,            0.011657,           0.0029555,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.016743,           0.0049129,                   0,             0.98324,             0.99735,             0.99117,             0.86515,            0.011636,           0.0029511,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.016962,           0.0049467,                   0,             0.98312,             0.99743,             0.99114,             0.86601,            0.011616,           0.0029475,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.016875,           0.0050069,                   0,             0.98336,             0.99743,             0.99122,             0.86628,            0.011599,           0.0029436,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.016725,           0.0049236,                   0,             0.98351,             0.99741,             0.99124,             0.86645,            0.011582,           0.0029401,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.016849,            0.004953,                   0,             0.98363,             0.99741,             0.99131,             0.86664,            0.011567,           0.0029375,                   0,            0.005743,            0.005743,            0.005743
                 131,             0.01694,           0.0050153,                   0,             0.98384,             0.99753,             0.99138,             0.86745,            0.011551,           0.0029346,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.016707,           0.0049208,                   0,             0.98376,             0.99754,             0.99147,             0.86779,            0.011532,           0.0029313,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.016536,           0.0048774,                   0,             0.98384,              0.9975,             0.99153,             0.86812,            0.011514,           0.0029279,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.016655,           0.0048712,                   0,             0.98411,             0.99729,             0.99158,             0.86836,            0.011495,           0.0029243,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.016603,           0.0049029,                   0,             0.98408,             0.99745,             0.99167,             0.86876,             0.01148,           0.0029215,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.016707,           0.0048513,                   0,             0.98408,             0.99747,             0.99173,             0.86897,            0.011463,           0.0029184,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.016541,           0.0049557,                   0,             0.98415,             0.99741,             0.99174,             0.86908,            0.011445,           0.0029153,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.016631,           0.0049168,                   0,             0.98431,             0.99741,             0.99181,             0.86913,            0.011429,            0.002913,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.016451,           0.0048941,                   0,             0.98419,             0.99742,             0.99181,             0.86926,            0.011411,           0.0029102,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.016637,           0.0048809,                   0,             0.98421,             0.99754,             0.99184,             0.86933,            0.011394,           0.0029078,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.016626,           0.0049018,                   0,             0.98426,             0.99754,             0.99193,             0.87057,            0.011376,           0.0029049,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.016179,           0.0048834,                   0,             0.98445,             0.99754,             0.99196,             0.87084,            0.011358,            0.002902,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.016523,             0.00486,                   0,             0.98458,             0.99754,             0.99203,             0.87094,            0.011341,           0.0028994,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.016302,           0.0048432,                   0,             0.98482,             0.99741,             0.99209,             0.87139,            0.011324,           0.0028962,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.016182,           0.0048259,                   0,             0.98523,             0.99754,             0.99214,             0.87154,            0.011307,           0.0028935,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.016067,           0.0048119,                   0,              0.9855,             0.99754,             0.99219,             0.87197,            0.011291,           0.0028907,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.016199,           0.0047573,                   0,             0.98569,             0.99754,             0.99221,             0.87221,            0.011275,           0.0028879,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.016075,           0.0047972,                   0,             0.98594,             0.99754,             0.99231,             0.87259,            0.011257,           0.0028851,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.016042,           0.0047695,                   0,             0.98588,             0.99754,             0.99234,             0.87282,            0.011241,           0.0028818,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.016083,           0.0048382,                   0,              0.9861,             0.99754,             0.99237,             0.87329,            0.011225,           0.0028787,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.015974,           0.0048058,                   0,             0.98608,             0.99741,             0.99245,             0.87369,            0.011208,           0.0028758,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.015808,           0.0047143,                   0,             0.98587,             0.99756,             0.99247,             0.87381,            0.011191,           0.0028726,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.016082,           0.0047329,                   0,             0.98599,             0.99745,             0.99252,             0.87389,            0.011176,           0.0028699,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.015972,            0.004741,                   0,             0.98599,             0.99741,              0.9926,             0.87475,            0.011161,           0.0028673,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.015892,           0.0047867,                   0,             0.98608,             0.99741,             0.99261,             0.87493,            0.011148,           0.0028645,                   0,            0.004918,            0.004918,            0.004918
                 156,             0.01605,           0.0047545,                   0,             0.98611,             0.99749,             0.99266,             0.87573,            0.011132,           0.0028617,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.015985,            0.004754,                   0,             0.98608,             0.99741,             0.99269,             0.87596,            0.011117,            0.002859,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.015879,           0.0047158,                   0,             0.98604,             0.99741,             0.99274,             0.87613,            0.011103,           0.0028563,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.015808,           0.0046712,                   0,             0.98575,             0.99754,             0.99276,             0.87657,            0.011089,           0.0028536,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.015811,           0.0047798,                   0,             0.98587,             0.99749,             0.99278,             0.87679,            0.011074,           0.0028508,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.015687,           0.0046457,                   0,             0.98576,             0.99762,             0.99284,             0.87701,            0.011059,           0.0028479,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.015671,             0.00465,                   0,             0.98582,             0.99754,             0.99289,             0.87708,            0.011044,           0.0028453,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.015721,           0.0046958,                   0,             0.98588,             0.99763,             0.99293,             0.87727,             0.01103,           0.0028428,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.015742,           0.0046616,                   0,             0.98576,             0.99741,             0.99298,             0.87734,            0.011015,           0.0028401,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.015741,           0.0046528,                   0,             0.98563,             0.99754,             0.99301,             0.87756,            0.011001,           0.0028377,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.015436,           0.0046639,                   0,             0.98552,             0.99759,             0.99306,             0.87835,            0.010985,           0.0028348,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.015424,           0.0045855,                   0,             0.98544,             0.99754,             0.99308,             0.87858,            0.010971,           0.0028319,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.015404,           0.0045954,                   0,             0.98551,             0.99757,             0.99313,             0.87882,            0.010955,           0.0028293,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.015467,           0.0046429,                   0,             0.98557,             0.99754,             0.99313,             0.87911,             0.01094,           0.0028266,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.015234,           0.0045294,                   0,             0.98552,             0.99776,             0.99317,             0.87936,            0.010924,           0.0028239,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.015348,           0.0045494,                   0,             0.98599,             0.99757,             0.99319,             0.87953,            0.010908,           0.0028214,                   0,             0.00439,             0.00439,             0.00439
