               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  27,            0.022052,           0.0062943,                   0,             0.97196,             0.96095,             0.97421,             0.76602,            0.017317,           0.0040656,                   0,            0.009571,            0.009571,            0.009571
                  28,            0.022082,           0.0062723,                   0,             0.96695,             0.96614,             0.97791,             0.76522,            0.017459,           0.0040402,                   0,           0.0095545,           0.0095545,           0.0095545
                  29,            0.021879,           0.0062598,                   0,             0.96866,              0.9623,             0.97385,             0.75452,            0.017942,           0.0040924,                   0,            0.009538,            0.009538,            0.009538
                  30,            0.021936,           0.0062851,                   0,              0.9744,             0.96135,             0.97579,               0.772,            0.017152,           0.0040034,                   0,           0.0095215,           0.0095215,           0.0095215
                  31,            0.021737,           0.0061817,                   0,             0.97021,             0.96712,             0.97901,             0.77394,            0.017134,           0.0039721,                   0,            0.009505,            0.009505,            0.009505
                  32,            0.021372,            0.006058,                   0,             0.96906,              0.9639,             0.97515,             0.76648,            0.016902,           0.0039763,                   0,           0.0094885,           0.0094885,           0.0094885
                  33,             0.02157,           0.0060732,                   0,             0.97302,             0.96437,              0.9785,             0.77314,            0.016904,           0.0039806,                   0,            0.009472,            0.009472,            0.009472
                  34,            0.021516,           0.0061291,                   0,             0.97055,              0.9692,             0.97448,             0.76979,            0.016793,           0.0039061,                   0,           0.0094555,           0.0094555,           0.0094555
                  35,            0.021463,           0.0061303,                   0,              0.9741,             0.96376,             0.98116,             0.78389,            0.016472,           0.0038674,                   0,            0.009439,            0.009439,            0.009439
                  36,            0.021234,           0.0060459,                   0,             0.97185,             0.96982,             0.98037,             0.77878,            0.016498,           0.0038141,                   0,           0.0094225,           0.0094225,           0.0094225
                  37,            0.021248,           0.0059748,                   0,             0.97237,             0.97141,             0.97889,             0.78165,            0.016459,           0.0038636,                   0,            0.009406,            0.009406,            0.009406
                  38,            0.021427,           0.0062074,                   0,              0.9713,             0.97145,             0.97944,             0.78311,             0.01637,           0.0038221,                   0,           0.0093895,           0.0093895,           0.0093895
                  39,            0.020999,           0.0060357,                   0,             0.97214,             0.97149,             0.98092,             0.78554,            0.016259,           0.0038083,                   0,            0.009373,            0.009373,            0.009373
                  40,            0.020963,           0.0060142,                   0,             0.96811,             0.97624,             0.97908,             0.78225,            0.016171,           0.0037929,                   0,           0.0093565,           0.0093565,           0.0093565
                  41,            0.020879,           0.0059284,                   0,             0.96931,             0.97302,             0.97933,              0.7908,            0.015985,           0.0037736,                   0,             0.00934,             0.00934,             0.00934
                  42,            0.021046,           0.0059389,                   0,             0.97377,             0.97449,             0.98101,             0.78956,            0.015994,           0.0037582,                   0,           0.0093235,           0.0093235,           0.0093235
                  43,            0.020659,           0.0059328,                   0,             0.97174,             0.97436,             0.98129,              0.7927,            0.015863,           0.0037539,                   0,            0.009307,            0.009307,            0.009307
                  44,            0.020639,           0.0059396,                   0,             0.97061,              0.9756,             0.98267,             0.79532,            0.015658,           0.0036894,                   0,           0.0092905,           0.0092905,           0.0092905
                  45,            0.020688,           0.0059912,                   0,             0.97305,              0.9789,             0.98369,             0.79148,            0.015713,           0.0037007,                   0,            0.009274,            0.009274,            0.009274
                  46,            0.020703,           0.0058856,                   0,             0.97199,             0.97942,             0.98503,              0.7948,            0.015765,           0.0036725,                   0,           0.0092575,           0.0092575,           0.0092575
                  47,            0.020719,           0.0059343,                   0,             0.97461,             0.97897,             0.98197,             0.79618,            0.015411,           0.0036428,                   0,            0.009241,            0.009241,            0.009241
                  48,            0.020579,           0.0057728,                   0,             0.97393,             0.98031,             0.98468,             0.80303,            0.015319,           0.0036046,                   0,           0.0092245,           0.0092245,           0.0092245
                  49,            0.020625,            0.005918,                   0,             0.97489,             0.97598,             0.98523,             0.80356,              0.0153,           0.0036169,                   0,            0.009208,            0.009208,            0.009208
                  50,            0.020526,           0.0058322,                   0,              0.9709,              0.9793,             0.98404,              0.8012,            0.015222,           0.0036197,                   0,           0.0091915,           0.0091915,           0.0091915
                  51,            0.020124,           0.0058466,                   0,             0.97171,             0.98202,             0.98413,             0.80494,            0.015151,           0.0035824,                   0,            0.009175,            0.009175,            0.009175
                  52,            0.020138,           0.0058789,                   0,             0.97528,             0.97979,             0.98631,              0.8098,            0.015002,           0.0035555,                   0,           0.0091585,           0.0091585,           0.0091585
                  53,            0.020177,           0.0058714,                   0,             0.97246,             0.98263,             0.98497,             0.80652,            0.015011,           0.0035549,                   0,            0.009142,            0.009142,            0.009142
                  54,            0.020317,           0.0058379,                   0,             0.97306,             0.98374,             0.98582,             0.80847,            0.014912,           0.0035386,                   0,           0.0091255,           0.0091255,           0.0091255
                  55,             0.02006,           0.0057882,                   0,             0.97562,             0.98682,             0.98682,             0.80967,            0.014906,           0.0035198,                   0,            0.009109,            0.009109,            0.009109
                  56,            0.020258,           0.0058299,                   0,             0.97441,               0.983,             0.98387,             0.80782,            0.014789,           0.0035178,                   0,           0.0090925,           0.0090925,           0.0090925
                  57,            0.019912,           0.0057876,                   0,             0.97644,             0.98349,             0.98644,             0.81157,            0.014743,           0.0035005,                   0,            0.009076,            0.009076,            0.009076
                  58,            0.020188,            0.005763,                   0,             0.97535,             0.98435,             0.98533,                0.81,            0.014694,           0.0034952,                   0,           0.0090595,           0.0090595,           0.0090595
                  59,            0.019998,           0.0057621,                   0,             0.97503,             0.98423,             0.98586,             0.81244,            0.014636,           0.0034744,                   0,            0.009043,            0.009043,            0.009043
                  60,            0.019896,            0.005722,                   0,             0.97327,             0.98692,             0.98613,              0.8135,            0.014596,            0.003462,                   0,           0.0090265,           0.0090265,           0.0090265
                  61,            0.020035,           0.0056847,                   0,             0.97599,             0.98632,             0.98633,             0.81845,            0.014496,           0.0034476,                   0,             0.00901,             0.00901,             0.00901
                  62,             0.01997,            0.005721,                   0,             0.97388,              0.9879,             0.98642,             0.81717,            0.014398,           0.0034386,                   0,           0.0089935,           0.0089935,           0.0089935
                  63,            0.019715,           0.0056619,                   0,             0.97554,             0.98435,             0.98684,             0.81692,            0.014415,           0.0034334,                   0,            0.008977,            0.008977,            0.008977
                  64,            0.019629,           0.0056493,                   0,             0.97796,             0.98657,             0.98764,             0.82374,            0.014238,           0.0034033,                   0,           0.0089605,           0.0089605,           0.0089605
                  65,            0.019582,           0.0056355,                   0,             0.97732,              0.9874,             0.98796,             0.82263,            0.014172,           0.0033831,                   0,            0.008944,            0.008944,            0.008944
                  66,            0.019762,           0.0055829,                   0,             0.97664,             0.98898,             0.98855,             0.82481,            0.014131,           0.0033741,                   0,           0.0089275,           0.0089275,           0.0089275
                  67,            0.019728,           0.0056385,                   0,             0.97791,             0.98745,             0.98876,             0.82386,            0.014023,           0.0033662,                   0,            0.008911,            0.008911,            0.008911
                  68,            0.019415,           0.0055895,                   0,             0.97947,             0.98879,             0.98945,             0.82727,            0.014005,           0.0033408,                   0,           0.0088945,           0.0088945,           0.0088945
                  69,            0.019592,           0.0056314,                   0,             0.97746,              0.9885,             0.98973,             0.82863,            0.014003,           0.0033359,                   0,            0.008878,            0.008878,            0.008878
                  70,            0.019538,           0.0056396,                   0,             0.97667,             0.99052,              0.9897,             0.82818,            0.013923,           0.0033358,                   0,           0.0088615,           0.0088615,           0.0088615
                  71,             0.01954,           0.0056639,                   0,             0.97851,             0.98817,             0.98971,             0.82898,            0.013853,           0.0033189,                   0,            0.008845,            0.008845,            0.008845
                  72,            0.019323,           0.0056389,                   0,             0.97849,             0.99125,             0.99017,             0.82929,            0.013803,           0.0033095,                   0,           0.0088285,           0.0088285,           0.0088285
                  73,            0.019388,           0.0056006,                   0,              0.9801,             0.98842,             0.98999,             0.83052,            0.013767,           0.0033143,                   0,            0.008812,            0.008812,            0.008812
                  74,            0.019417,           0.0056703,                   0,             0.97998,             0.98937,             0.98975,             0.83052,            0.013715,           0.0033055,                   0,           0.0087955,           0.0087955,           0.0087955
                  75,            0.019343,           0.0056664,                   0,             0.97977,             0.99044,             0.98979,              0.8326,            0.013656,           0.0032978,                   0,            0.008779,            0.008779,            0.008779
                  76,            0.019345,           0.0056199,                   0,             0.97963,             0.99064,             0.98945,             0.83131,            0.013625,           0.0032883,                   0,           0.0087625,           0.0087625,           0.0087625
                  77,            0.019308,           0.0055688,                   0,             0.98011,             0.98948,             0.99028,             0.83414,            0.013533,            0.003282,                   0,            0.008746,            0.008746,            0.008746
                  78,            0.019084,           0.0054107,                   0,             0.98094,             0.98902,             0.99022,             0.83466,             0.01351,           0.0032734,                   0,           0.0087295,           0.0087295,           0.0087295
                  79,            0.019168,           0.0055364,                   0,             0.97686,             0.99332,             0.99003,             0.83504,            0.013464,           0.0032622,                   0,            0.008713,            0.008713,            0.008713
                  80,             0.01926,           0.0056236,                   0,             0.97862,             0.99244,             0.98963,             0.83403,            0.013434,           0.0032601,                   0,           0.0086965,           0.0086965,           0.0086965
                  81,            0.019341,            0.005539,                   0,             0.97817,             0.99285,             0.98953,             0.83431,            0.013429,           0.0032579,                   0,             0.00868,             0.00868,             0.00868
                  82,             0.01892,             0.00542,                   0,             0.97746,             0.99367,              0.9899,             0.83543,            0.013368,           0.0032455,                   0,           0.0086635,           0.0086635,           0.0086635
                  83,            0.019013,           0.0055333,                   0,             0.97781,             0.99433,             0.99007,             0.83579,            0.013307,             0.00323,                   0,            0.008647,            0.008647,            0.008647
                  84,            0.018996,           0.0055613,                   0,             0.97935,             0.99328,             0.99041,             0.83794,            0.013239,           0.0032183,                   0,           0.0086305,           0.0086305,           0.0086305
                  85,            0.018972,           0.0054128,                   0,             0.98136,             0.99264,             0.99097,             0.83901,            0.013167,           0.0032082,                   0,            0.008614,            0.008614,            0.008614
                  86,             0.01904,           0.0054648,                   0,             0.98076,              0.9922,             0.99083,             0.84005,            0.013136,           0.0032032,                   0,           0.0085975,           0.0085975,           0.0085975
                  87,            0.018969,           0.0053734,                   0,             0.98147,             0.99173,              0.9911,             0.84104,            0.013119,           0.0031977,                   0,            0.008581,            0.008581,            0.008581
                  88,            0.018876,           0.0054962,                   0,             0.97935,             0.99343,             0.99134,             0.84131,            0.013094,           0.0031883,                   0,           0.0085645,           0.0085645,           0.0085645
                  89,            0.018885,           0.0054841,                   0,             0.97923,             0.99351,             0.99136,             0.84114,            0.013076,           0.0031862,                   0,            0.008548,            0.008548,            0.008548
                  90,            0.018762,           0.0053744,                   0,              0.9788,             0.99409,             0.99127,             0.84096,            0.013054,           0.0031778,                   0,           0.0085315,           0.0085315,           0.0085315
                  91,            0.018642,            0.005326,                   0,             0.98041,             0.99298,             0.99128,             0.84213,            0.013004,            0.003169,                   0,            0.008515,            0.008515,            0.008515
                  92,            0.018573,           0.0053397,                   0,             0.98159,             0.99226,             0.99153,              0.8447,            0.012947,           0.0031578,                   0,           0.0084985,           0.0084985,           0.0084985
                  93,            0.018582,           0.0053424,                   0,             0.98266,             0.99153,             0.99172,             0.84556,            0.012887,           0.0031454,                   0,            0.008482,            0.008482,            0.008482
                  94,            0.018633,           0.0053721,                   0,             0.98176,              0.9931,             0.99176,             0.84621,            0.012848,           0.0031395,                   0,           0.0084655,           0.0084655,           0.0084655
                  95,            0.018725,           0.0053525,                   0,             0.98095,             0.99409,             0.99181,             0.84639,            0.012809,           0.0031325,                   0,            0.008449,            0.008449,            0.008449
                  96,            0.018631,           0.0054061,                   0,             0.98222,             0.99384,             0.99195,             0.84756,            0.012767,           0.0031272,                   0,           0.0084325,           0.0084325,           0.0084325
                  97,            0.018533,           0.0053771,                   0,             0.98211,             0.99422,             0.99193,             0.84839,            0.012731,           0.0031193,                   0,            0.008416,            0.008416,            0.008416
                  98,            0.018425,           0.0053068,                   0,             0.98248,             0.99384,             0.99196,             0.84808,            0.012722,           0.0031155,                   0,           0.0083995,           0.0083995,           0.0083995
                  99,            0.018523,           0.0053564,                   0,             0.98306,             0.99378,             0.99196,             0.84847,            0.012686,           0.0031097,                   0,            0.008383,            0.008383,            0.008383
                 100,            0.018521,           0.0053681,                   0,             0.98152,             0.99497,             0.99199,             0.84851,            0.012656,           0.0031065,                   0,           0.0083665,           0.0083665,           0.0083665
                 101,            0.018528,           0.0053067,                   0,              0.9831,             0.99409,             0.99196,             0.84993,            0.012617,           0.0031017,                   0,             0.00835,             0.00835,             0.00835
                 102,            0.018592,            0.005383,                   0,             0.98307,             0.99475,             0.99207,             0.85102,            0.012573,           0.0030941,                   0,           0.0083335,           0.0083335,           0.0083335
                 103,            0.018675,           0.0054318,                   0,             0.98225,             0.99532,             0.99212,             0.85144,            0.012551,           0.0030917,                   0,            0.008317,            0.008317,            0.008317
                 104,            0.018517,           0.0053144,                   0,             0.98284,             0.99526,             0.99217,             0.85121,            0.012514,           0.0030878,                   0,           0.0083005,           0.0083005,           0.0083005
                 105,             0.01836,           0.0052594,                   0,             0.98272,             0.99508,             0.99223,             0.85201,            0.012495,           0.0030833,                   0,            0.008284,            0.008284,            0.008284
                 106,             0.01831,           0.0052975,                   0,              0.9826,             0.99487,              0.9922,             0.85214,            0.012466,            0.003079,                   0,           0.0082675,           0.0082675,           0.0082675
                 107,            0.018495,            0.005245,                   0,             0.98266,              0.9947,             0.99231,              0.8521,            0.012452,            0.003076,                   0,            0.008251,            0.008251,            0.008251
                 108,             0.01819,           0.0052511,                   0,             0.98295,              0.9944,             0.99234,             0.85243,            0.012428,           0.0030731,                   0,           0.0082345,           0.0082345,           0.0082345
                 109,            0.018223,           0.0052788,                   0,             0.98126,             0.99606,             0.99234,              0.8527,            0.012406,           0.0030683,                   0,            0.008218,            0.008218,            0.008218
                 110,            0.018272,           0.0052813,                   0,             0.98283,             0.99435,             0.99234,             0.85284,            0.012378,           0.0030635,                   0,           0.0082015,           0.0082015,           0.0082015
                 111,            0.018276,           0.0052955,                   0,             0.98352,             0.99421,             0.99239,             0.85375,            0.012352,           0.0030581,                   0,            0.008185,            0.008185,            0.008185
                 112,            0.018045,           0.0052705,                   0,             0.98318,              0.9947,             0.99241,             0.85417,            0.012325,           0.0030535,                   0,           0.0081685,           0.0081685,           0.0081685
                 113,            0.018224,           0.0052722,                   0,             0.98339,             0.99446,             0.99239,             0.85431,            0.012305,           0.0030502,                   0,            0.008152,            0.008152,            0.008152
                 114,            0.018158,           0.0052197,                   0,             0.98392,             0.99396,             0.99246,             0.85439,            0.012285,           0.0030463,                   0,           0.0081355,           0.0081355,           0.0081355
                 115,            0.018086,            0.005315,                   0,              0.9839,             0.99372,              0.9925,             0.85452,            0.012265,           0.0030433,                   0,            0.008119,            0.008119,            0.008119
                 116,            0.018005,            0.005222,                   0,             0.98461,             0.99292,             0.99252,              0.8557,            0.012249,           0.0030401,                   0,           0.0081025,           0.0081025,           0.0081025
                 117,            0.018007,           0.0052238,                   0,             0.98337,             0.99421,             0.99255,             0.85606,            0.012229,            0.003037,                   0,            0.008086,            0.008086,            0.008086
                 118,            0.018063,           0.0052283,                   0,             0.98347,             0.99409,             0.99258,             0.85618,             0.01221,           0.0030352,                   0,           0.0080695,           0.0080695,           0.0080695
                 119,            0.018064,           0.0051871,                   0,             0.98365,             0.99495,             0.99258,             0.85637,            0.012188,            0.003032,                   0,            0.008053,            0.008053,            0.008053
                 120,            0.017849,           0.0052258,                   0,             0.98365,             0.99483,             0.99264,              0.8569,            0.012167,           0.0030279,                   0,           0.0080365,           0.0080365,           0.0080365
                 121,            0.018097,           0.0051152,                   0,             0.98349,             0.99483,             0.99268,             0.85715,            0.012141,           0.0030235,                   0,             0.00802,             0.00802,             0.00802
                 122,            0.017897,           0.0051874,                   0,             0.98321,             0.99483,             0.99268,              0.8575,            0.012118,           0.0030197,                   0,           0.0080035,           0.0080035,           0.0080035
                 123,            0.018093,           0.0052485,                   0,             0.98509,             0.99409,              0.9927,             0.85781,              0.0121,           0.0030168,                   0,            0.007987,            0.007987,            0.007987
                 124,            0.017981,           0.0052024,                   0,             0.98479,             0.99458,             0.99273,             0.85779,            0.012082,           0.0030128,                   0,           0.0079705,           0.0079705,           0.0079705
                 125,            0.017817,           0.0051151,                   0,             0.98511,             0.99447,             0.99275,             0.85762,            0.012066,             0.00301,                   0,            0.007954,            0.007954,            0.007954
                 126,            0.017669,           0.0051173,                   0,             0.98439,             0.99487,             0.99278,             0.85845,            0.012052,           0.0030072,                   0,           0.0079375,           0.0079375,           0.0079375
                 127,            0.017953,           0.0051641,                   0,             0.98419,             0.99507,             0.99282,             0.85847,            0.012033,           0.0030041,                   0,            0.007921,            0.007921,            0.007921
                 128,            0.017968,           0.0052365,                   0,             0.98408,             0.99532,             0.99282,             0.85924,            0.012016,           0.0030009,                   0,           0.0079045,           0.0079045,           0.0079045
                 129,            0.017746,           0.0051143,                   0,             0.98422,             0.99507,             0.99283,             0.85974,            0.011997,           0.0029977,                   0,            0.007888,            0.007888,            0.007888
                 130,            0.017834,           0.0051134,                   0,             0.98441,             0.99458,             0.99287,             0.86007,            0.011983,           0.0029956,                   0,           0.0078715,           0.0078715,           0.0078715
                 131,            0.018102,           0.0053004,                   0,             0.98439,             0.99475,             0.99286,              0.8602,            0.011969,            0.002994,                   0,            0.007855,            0.007855,            0.007855
                 132,            0.017571,           0.0050785,                   0,             0.98547,             0.99445,             0.99286,             0.86055,            0.011954,           0.0029916,                   0,           0.0078385,           0.0078385,           0.0078385
                 133,            0.017597,           0.0050652,                   0,             0.98404,             0.99509,             0.99289,              0.8603,            0.011938,           0.0029884,                   0,            0.007822,            0.007822,            0.007822
                 134,            0.017603,           0.0050581,                   0,             0.98416,              0.9952,              0.9929,              0.8616,            0.011924,           0.0029855,                   0,           0.0078055,           0.0078055,           0.0078055
                 135,            0.017611,            0.005122,                   0,             0.98417,             0.99553,             0.99291,             0.86112,             0.01191,           0.0029825,                   0,            0.007789,            0.007789,            0.007789
                 136,            0.017705,           0.0050591,                   0,             0.98556,             0.99421,             0.99294,             0.86177,            0.011894,           0.0029793,                   0,           0.0077725,           0.0077725,           0.0077725
                 137,            0.017505,           0.0051429,                   0,             0.98571,             0.99425,             0.99295,             0.86202,             0.01188,           0.0029766,                   0,            0.007756,            0.007756,            0.007756
                 138,            0.017709,           0.0051169,                   0,             0.98571,             0.99427,             0.99297,             0.86192,            0.011865,           0.0029742,                   0,           0.0077395,           0.0077395,           0.0077395
                 139,            0.017378,           0.0050493,                   0,             0.98571,             0.99436,             0.99298,              0.8621,            0.011851,           0.0029713,                   0,            0.007723,            0.007723,            0.007723
                 140,            0.017695,           0.0051165,                   0,             0.98559,             0.99446,             0.99304,              0.8624,            0.011837,           0.0029686,                   0,           0.0077065,           0.0077065,           0.0077065
                 141,            0.017759,           0.0051262,                   0,             0.98571,             0.99443,             0.99306,             0.86255,            0.011825,           0.0029658,                   0,             0.00769,             0.00769,             0.00769
                 142,            0.017488,           0.0051927,                   0,             0.98581,             0.99433,             0.99309,             0.86301,            0.011809,           0.0029631,                   0,           0.0076735,           0.0076735,           0.0076735
                 143,            0.017643,           0.0050592,                   0,               0.985,             0.99496,             0.99312,             0.86315,            0.011798,           0.0029606,                   0,            0.007657,            0.007657,            0.007657
                 144,             0.01742,           0.0050682,                   0,             0.98541,             0.99507,             0.99314,             0.86321,            0.011784,           0.0029577,                   0,           0.0076405,           0.0076405,           0.0076405
                 145,            0.017303,           0.0050123,                   0,             0.98557,             0.99483,             0.99317,             0.86354,            0.011772,           0.0029553,                   0,            0.007624,            0.007624,            0.007624
                 146,            0.017332,           0.0050873,                   0,             0.98548,             0.99495,             0.99319,             0.86365,            0.011757,           0.0029526,                   0,           0.0076075,           0.0076075,           0.0076075
                 147,            0.017193,           0.0050134,                   0,             0.98548,             0.99499,              0.9932,             0.86366,            0.011746,           0.0029505,                   0,            0.007591,            0.007591,            0.007591
                 148,            0.017158,           0.0050237,                   0,             0.98569,             0.99507,             0.99323,             0.86386,            0.011733,            0.002948,                   0,           0.0075745,           0.0075745,           0.0075745
                 149,            0.017295,            0.005058,                   0,             0.98596,             0.99495,             0.99324,             0.86461,            0.011721,           0.0029456,                   0,            0.007558,            0.007558,            0.007558
                 150,             0.01718,           0.0050778,                   0,              0.9862,             0.99524,             0.99325,             0.86467,            0.011712,           0.0029436,                   0,           0.0075415,           0.0075415,           0.0075415
                 151,            0.017087,           0.0050239,                   0,               0.986,             0.99544,             0.99327,             0.86482,            0.011702,           0.0029417,                   0,            0.007525,            0.007525,            0.007525
                 152,            0.017006,           0.0049561,                   0,             0.98585,             0.99549,             0.99327,             0.86501,             0.01169,           0.0029394,                   0,           0.0075085,           0.0075085,           0.0075085
                 153,            0.017357,           0.0050555,                   0,             0.98591,             0.99544,             0.99327,             0.86511,            0.011676,           0.0029369,                   0,            0.007492,            0.007492,            0.007492
                 154,            0.017176,           0.0050102,                   0,             0.98573,             0.99559,             0.99328,             0.86537,            0.011664,           0.0029346,                   0,           0.0074755,           0.0074755,           0.0074755
                 155,            0.017134,           0.0050346,                   0,             0.98592,             0.99532,             0.99328,             0.86535,            0.011653,           0.0029324,                   0,            0.007459,            0.007459,            0.007459
                 156,            0.017186,           0.0050455,                   0,             0.98585,             0.99564,             0.99328,              0.8657,             0.01164,             0.00293,                   0,           0.0074425,           0.0074425,           0.0074425
                 157,            0.017283,           0.0050631,                   0,             0.98562,             0.99632,             0.99329,             0.86551,             0.01163,           0.0029278,                   0,            0.007426,            0.007426,            0.007426
                 158,            0.016985,           0.0049087,                   0,             0.98562,              0.9965,             0.99331,             0.86557,            0.011617,           0.0029251,                   0,           0.0074095,           0.0074095,           0.0074095
                 159,            0.016951,           0.0048999,                   0,             0.98562,             0.99661,             0.99332,             0.86572,            0.011604,           0.0029229,                   0,            0.007393,            0.007393,            0.007393
                 160,            0.017099,           0.0050441,                   0,             0.98562,             0.99646,             0.99331,             0.86582,            0.011591,           0.0029203,                   0,           0.0073765,           0.0073765,           0.0073765
                 161,            0.016946,           0.0049326,                   0,             0.98562,             0.99646,             0.99331,             0.86602,            0.011581,            0.002918,                   0,             0.00736,             0.00736,             0.00736
                 162,            0.017082,           0.0049742,                   0,             0.98562,             0.99659,             0.99333,             0.86676,            0.011569,           0.0029158,                   0,           0.0073435,           0.0073435,           0.0073435
                 163,            0.017101,           0.0050231,                   0,             0.98617,             0.99569,             0.99332,             0.86683,            0.011558,           0.0029135,                   0,            0.007327,            0.007327,            0.007327
                 164,            0.017158,           0.0049859,                   0,             0.98609,             0.99573,             0.99333,             0.86697,            0.011548,           0.0029112,                   0,           0.0073105,           0.0073105,           0.0073105
                 165,            0.017153,            0.004958,                   0,             0.98621,             0.99581,             0.99334,             0.86707,            0.011537,           0.0029091,                   0,            0.007294,            0.007294,            0.007294
                 166,            0.016947,           0.0050061,                   0,             0.98621,              0.9959,             0.99334,             0.86631,            0.011528,           0.0029071,                   0,           0.0072775,           0.0072775,           0.0072775
                 167,            0.016932,            0.004889,                   0,             0.98621,              0.9958,             0.99334,             0.86771,            0.011517,           0.0029046,                   0,            0.007261,            0.007261,            0.007261
                 168,            0.016814,           0.0049237,                   0,             0.98621,             0.99591,             0.99337,             0.86791,            0.011506,           0.0029021,                   0,           0.0072445,           0.0072445,           0.0072445
